SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,PLAYER_ID,SEASON
22015,201166,0021501222,"APR 13, 2016",CHI vs. PHI,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-8,1,Aaron Brooks,201166,2015-16
22015,201166,0021501208,"APR 11, 2016",CHI @ NOP,W,20,2,6,0.333,2,3,0.667,0,0,0.0,0,1,1,2,0,1,1,4,6,-5,1,Aaron Brooks,201166,2015-16
22015,201166,0021501191,"APR 09, 2016",CHI vs. CLE,W,16,4,6,0.667,1,2,0.5,0,0,0.0,1,0,1,3,1,0,0,1,9,23,1,Aaron Brooks,201166,2015-16
22015,201166,0021501158,"APR 05, 2016",CHI @ MEM,L,12,1,4,0.25,1,4,0.25,0,0,0.0,0,0,0,4,0,0,3,0,3,-12,1,Aaron Brooks,201166,2015-16
22015,201166,0021501150,"APR 03, 2016",CHI @ MIL,W,19,3,4,0.75,0,1,0.0,1,1,1.0,0,0,0,2,1,0,2,1,7,-4,1,Aaron Brooks,201166,2015-16
22015,201166,0021501139,"APR 02, 2016",CHI vs. DET,L,16,5,9,0.556,1,3,0.333,3,3,1.0,0,1,1,1,1,0,3,2,14,-12,1,Aaron Brooks,201166,2015-16
22015,201166,0021501124,"MAR 31, 2016",CHI @ HOU,W,16,1,4,0.25,1,1,1.0,0,0,0.0,0,0,0,3,1,0,0,1,3,-17,1,Aaron Brooks,201166,2015-16
22015,201166,0021501107,"MAR 29, 2016",CHI @ IND,W,20,3,6,0.5,1,2,0.5,0,0,0.0,0,0,0,4,0,0,1,1,7,16,1,Aaron Brooks,201166,2015-16
22015,201166,0021501099,"MAR 28, 2016",CHI vs. ATL,L,23,7,10,0.7,2,2,1.0,0,0,0.0,2,2,4,6,1,0,2,5,16,7,1,Aaron Brooks,201166,2015-16
22015,201166,0021501083,"MAR 26, 2016",CHI @ ORL,L,18,3,6,0.5,0,1,0.0,0,0,0.0,0,0,0,3,0,0,2,0,6,-11,1,Aaron Brooks,201166,2015-16
22015,201166,0021501070,"MAR 24, 2016",CHI @ NYK,L,18,3,7,0.429,0,3,0.0,0,0,0.0,1,2,3,1,1,0,0,0,6,-8,1,Aaron Brooks,201166,2015-16
22015,201166,0021501060,"MAR 23, 2016",CHI vs. NYK,L,16,4,6,0.667,2,3,0.667,0,0,0.0,0,0,0,5,1,0,2,0,10,-4,1,Aaron Brooks,201166,2015-16
