SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,PLAYER_NAME,PLAYER_ID,SEASON
22020,1630173,0022000571,"MAR 11, 2021",MIA vs. ORL,W,5,1,1,1.0,0,0,0.0,0,2,0.0,1,1,2,0,0,0,1,0,2,-5,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000557,"MAR 04, 2021",MIA @ NOP,W,16,4,8,0.5,0,0,0.0,0,0,0.0,2,3,5,0,1,0,0,0,8,-3,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000538,"MAR 02, 2021",MIA vs. ATL,L,15,1,1,1.0,0,0,0.0,0,2,0.0,1,3,4,0,1,1,0,2,2,-9,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000522,"FEB 28, 2021",MIA vs. ATL,W,12,4,5,0.8,0,0,0.0,6,7,0.857,4,3,7,1,1,1,1,0,14,4,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000492,"FEB 24, 2021",MIA vs. TOR,W,6,0,0,0.0,0,0,0.0,1,2,0.5,0,2,2,0,0,0,0,1,1,-4,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000475,"FEB 22, 2021",MIA @ OKC,W,9,1,1,1.0,0,0,0.0,0,2,0.0,1,2,3,1,0,0,0,0,2,3,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000463,"FEB 20, 2021",MIA @ LAL,W,12,2,4,0.5,0,0,0.0,0,2,0.0,1,3,4,0,0,0,1,1,4,10,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000447,"FEB 18, 2021",MIA @ SAC,W,12,0,4,0.0,0,0,0.0,0,0,0.0,1,3,4,1,0,2,1,0,0,-10,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000443,"FEB 17, 2021",MIA @ GSW,L,17,6,7,0.857,0,0,0.0,1,1,1.0,0,6,6,0,0,0,0,1,13,17,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000425,"FEB 15, 2021",MIA @ LAC,L,12,3,6,0.5,0,0,0.0,2,2,1.0,0,1,1,0,2,0,0,3,8,-2,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000410,"FEB 13, 2021",MIA @ UTA,L,5,0,2,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,1,3,2,0,2,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000392,"FEB 11, 2021",MIA @ HOU,W,5,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,-5,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000376,"FEB 09, 2021",MIA vs. NYK,W,9,0,2,0.0,0,0,0.0,0,0,0.0,1,1,2,1,0,1,0,1,0,5,1,Precious Achiuwa,1630173,2020-21
22020,1630173,0022000364,"FEB 07, 2021",MIA @ NYK,W,9,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,2,0,-4,1,Precious Achiuwa,1630173,2020-21
